FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine2,AddressLine3,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores,SchemeType,NewRatingPending,Longitude,Latitude,AddressLine1
734767,15/00049/COM,Coffee Scene,Restaurant/Cafe/Canteen,1,110 Battlefield Road,Glasgow,G42 9JT,Improvement Required,fhis_improvement_required_en-GB,2018-06-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.265146,55.826083,
1063828,18/00401/COM,Coffee Shack,Restaurant/Cafe/Canteen,1,1005 Aikenhead Road,Glasgow,G44 4SF,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-07-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.248997,55.823746,
35905,10/00407/COM,"Coffee, Tea And Chocolate",Restaurant/Cafe/Canteen,1,944 Argyle Street,Glasgow,G3 8YJ,Pass,fhis_pass_en-GB,2013-09-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.278897,55.863253,
10852,04/00337/COM,Coherent Scotland Staff Bistro,Restaurant/Cafe/Canteen,1,45 Acre Road,Glasgow,,Pass and Eat Safe,fhis_pass_and_eat_safe_en-GB,2015-06-23,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.3075,55.904165,
95625,28620/0473/0/000,Coias,Restaurant/Cafe/Canteen,1,473 Duke Street,Glasgow,G31 1RD,Pass,fhis_pass_en-GB,2019-04-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.219946,55.858588,
1193112,19/00438/COM,Colan Foods,Retailers - other,4613,87 Commercial Road,Glasgow,G5 0RG,Pass,fhis_pass_en-GB,2019-08-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.24581289291382,55.8488349914551,
41991,10380/0085/0/000,College Of Building And Printing Annex,School/college/university,7845,85 Adelphi Street,Glasgow,G5 0YL,Pass,fhis_pass_en-GB,2009-09-23,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.24614,55.851722,
49033,11/00779/COM,Collin's Ices (Robert Collins),Mobile caterer,7846,231 George Street,Glasgow,G1 1RX,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2016-03-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.245934,55.860893,
892048,16/00365/COM,Colossus Business Ltd,Mobile caterer,7846,GIS Applications,Glasgow,,Pass,fhis_pass_en-GB,2018-03-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,,,
1108381,19/00169/COM,Comet Pieces,Restaurant/Cafe/Canteen,1,150 Queen Margaret Drive,Glasgow,G20 8NY,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-02-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.283533,55.88098,
516685,13/00247/COM,Comforter In The City,Restaurant/Cafe/Canteen,1,50 Dundas Street,Glasgow,G1 2AQ,Pass,fhis_pass_en-GB,2019-10-01,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.251713,55.862999,
1108322,18/00026/COM,Commer Coffee Co,Other catering premises,7841,91 Devon Place,Glasgow,,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-01-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2559917,55.8461189,
877010,16/00007/COM,Commer Coffee Co,Mobile caterer,7846,91 Devon Place,Glasgow,,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-01-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2559917,55.8461189,
27073,08/01163/COM,Committee Room No. 9 / Speakeasy / FHQ,Pub/bar/nightclub,7843,18 John Street,Glasgow,G1 1JQ,Pass,fhis_pass_en-GB,2018-11-19,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.247434,55.86003,
448766,12/00769/COM,Community Cafe,Restaurant/Cafe/Canteen,1,18 Westerhouse Road,Glasgow,G34 9PD,Pass,fhis_pass_en-GB,2015-10-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.126112,55.8673,
70901,16030/0154/0/000,Community Integrated Care,Hospitals/Childcare/Caring Premises,5,154 Birkhall Avenue,Glasgow,,Pass,fhis_pass_en-GB,2005-12-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.3679327,55.8462161,
95768,28690/0041/0/000,Community Integrated Care,Hospitals/Childcare/Caring Premises,5,41 Dumbreck Road,Glasgow,G41 5LY,Pass,fhis_pass_en-GB,2015-09-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.308995,55.844213,
607033,13/00948/COM,Community Lunch Club,Other catering premises,7841,242 Castlemilk Road,Glasgow,G44 4LB,Pass,fhis_pass_en-GB,2015-02-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.234664,55.820188,
905245,16/00507/COM,Compass Group (Tesco Bank),Restaurant/Cafe/Canteen,1,199 Renfield Street,Glasgow,G2 3AX,Pass,fhis_pass_en-GB,2019-01-22,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.255778,55.865018,
852327,16/00180/COM,Compass Group At Deloitte,Other catering premises,7841,110 Queen Street,Glasgow,G1 3BX,Pass,fhis_pass_en-GB,2019-04-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.251306,55.860669,
128880,59170/1027/0/000,Congratulations,Restaurant/Cafe/Canteen,1,1027 Shettleston Road,Glasgow,G32 7PB,Pass,fhis_pass_en-GB,2016-08-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.169989,55.851912,
26274,08/00243/COM,Connect 2 (After School Care),Other catering premises,7841,415 Cumbernauld Road,Glasgow,,Pass,fhis_pass_en-GB,2015-02-23,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,,,
31248,09/00702/COM,Connect 2 Out Of School Care,Other catering premises,7841,38 Liberton Street,Glasgow,G33 2HF,Pass,fhis_pass_en-GB,2019-02-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.193883,55.865661,
31249,09/00703/COM,Connect 2 Out Of School Care,Other catering premises,7841,8 Smithycroft Road,Glasgow,G33 2QJ,Pass,fhis_pass_en-GB,2011-08-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.191889,55.867153,
444483,12/00730/COM,Connect 2 Out Of School Care (Dalmarnock),Other catering premises,7841,112 Baltic Street,Glasgow,,Pass,fhis_pass_en-GB,2016-11-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.22028415,55.84740708,
1152796,19/00473/COM,Connolly's Irish Bar,Pub/bar/nightclub,7843,45 Bell Street,Glasgow,G1 1NX,Improvement Required,fhis_improvement_required_en-GB,2019-06-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2440096,55.8580127,
594120,13/00804/COM,Connor's Cafe,Restaurant/Cafe/Canteen,1,1779 Paisley Road West,Glasgow,G52 3SS,Pass,fhis_pass_en-GB,2019-06-24,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.342329,55.845461,
938280,16/00899/COM,Contento Deli,Restaurant/Cafe/Canteen,1,270 Gallowgate,Glasgow,G4 0TU,Pass,fhis_pass_en-GB,2018-10-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.235936,55.855152,
1124889,19/00317/COM,Continental Deli,Restaurant/Cafe/Canteen,1,503 Victoria Road,Glasgow,G42 8RL,Pass,fhis_pass_en-GB,2019-07-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.265019,55.834875,
618979,13/01033/COM,Cook,Retailers - other,4613,498 Great Western Road,Glasgow,G12 8EW,Pass,fhis_pass_en-GB,2014-02-28,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.281161,55.875434,
899533,16/00441/COM,Cook And Indis World Buffet,Restaurant/Cafe/Canteen,1,500 Corselet Road,Glasgow,G53 7RN,Improvement Required,fhis_improvement_required_en-GB,2019-06-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.35056,55.805839,
899536,16/00444/COM,Cook And Indis World Buffet,Restaurant/Cafe/Canteen,1,414 Sauchiehall Street,Glasgow,G2 3JD,Pass,fhis_pass_en-GB,2018-11-19,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.26621,55.86604,
899535,16/00443/COM,Cook And Indis World Buffet,Restaurant/Cafe/Canteen,1,90 Renfield Street,Glasgow,G2 1NH,Pass,fhis_pass_en-GB,2019-01-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.255481,55.864026,
892075,16/00402/COM,Cook And Indis World Buffet,Restaurant/Cafe/Canteen,1,251 Paisley Road,Glasgow,G5 8RA,Pass,fhis_pass_en-GB,2018-12-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.272067,55.853574,
108508,38760/0031/0/000,Cookies Fast Food,Takeaway/sandwich shop,7844,31 Hope Street,Glasgow,G2 6AE,Pass,fhis_pass_en-GB,2019-04-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.259536,55.859557,
1088761,18/00828/COM,Cookiez N Creamz,Takeaway/sandwich shop,7844,33 Nelson Street,Glasgow,G5 8DZ,Pass,fhis_pass_en-GB,2019-07-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.262314,55.852918,
830191,15/00816/COM,Cool Jerk Vegan,Mobile caterer,7846,265 Renfrew Street,Glasgow,G3 6TT,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2015-12-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.268176,55.866588,
1150250,19/00409/COM,Co-op,Retailers - supermarkets/hypermarkets,7840,551 Sauchiehall Street,Glasgow,,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-05-30,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2730014,55.8660362,
511163,13/00200/COM,Co-op,Retailers - supermarkets/hypermarkets,7840,132 Union Street,Glasgow,G1 3QQ,Pass,fhis_pass_en-GB,2018-10-23,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.256543,55.860025,
104696,35770/0470/0/000,Co-op,Retailers - other,4613,476 Great Western Road,Glasgow,G12 8EW,Pass,fhis_pass_en-GB,2009-09-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.281161,55.875434,
48377,11/00274/COM,Co-op,Retailers - supermarkets/hypermarkets,7840,223 Wallacewell Road,Glasgow,,Pass,fhis_pass_en-GB,2011-04-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.20403302,55.89120055,
899525,10/01014/COM,Co-op,Retailers - supermarkets/hypermarkets,7840,351 Carmunnock Road,Glasgow,G44 5HH,Pass,fhis_pass_en-GB,2016-06-30,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.244046,55.810687,
10255,04/00157/COM,Co-op,Retailers - supermarkets/hypermarkets,7840,21 Barrachnie Road,Glasgow,G69 6HB,Pass,fhis_pass_en-GB,2010-09-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.132919,55.851239,
49167,11/01066/COM,Co-op,Retailers - supermarkets/hypermarkets,7840,447 Alexandra Parade,Glasgow,G31 3AD,Pass,fhis_pass_en-GB,2016-01-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.222583,55.864751,
1150246,19/00011/COM,Co-op Food,Retailers - supermarkets/hypermarkets,7840,260 Argyle Street,Glasgow,G2 8QW,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-01-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2597323,55.8588213,
899584,16/00502/COM,Co-op Food,Retailers - other,4613,14 Norby Road,Glasgow,G11 7BN,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2016-07-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.323825,55.876145,
48925,11/00532/COM,Co-operative,Retailers - supermarkets/hypermarkets,7840,190 Crown Street,Glasgow,G5 9ZR,Pass,fhis_pass_en-GB,2015-02-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.251276,55.848537,
701353,14/00640/COM,Co-operative Food,Retailers - supermarkets/hypermarkets,7840,269 Alderman Road,Glasgow,G13 3AY,Pass,fhis_pass_en-GB,2019-04-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.358384,55.89056,
701352,14/00639/COM,Co-operative Food,Retailers - supermarkets/hypermarkets,7840,123 Sauchiehall Street,Glasgow,G2 3DD,Pass,fhis_pass_en-GB,2018-10-31,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.256815,55.864442,
84796,21080/0037/0/000,Co-operative Food,Retailers - supermarkets/hypermarkets,7840,42 Castlemilk Arcade,Glasgow,G45 9AA,Pass,fhis_pass_en-GB,2016-05-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.235119,55.806689,
49124,11/01002/COM,Coopers,Pub/bar/nightclub,7843,499 Great Western Road,Glasgow,G12 8HN,Pass,fhis_pass_en-GB,2019-05-07,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.282973,55.875517,
1110717,19/00218/COM,Coorie Cafe,Restaurant/Cafe/Canteen,1,100 Borron Street,Glasgow,G4 9XG,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-03-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.249129,55.875259,Unit H9
1150261,19/00436/COM,Copland Cafe,Takeaway/sandwich shop,7844,176 Copland Road,Glasgow,G51 2UE,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-06-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.305547,55.853418,
124652,53150/0372/0/000,Coral Racing Ltd,Restaurant/Cafe/Canteen,1,372 Paisley Road West,Glasgow,G51 1BG,Pass,fhis_pass_en-GB,2010-12-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.295491,55.851971,
126918,55990/0200/0/000,Cordia LLP,Restaurant/Cafe/Canteen,1,200 Renfield Street,Glasgow,G2 3PR,Pass,fhis_pass_en-GB,2014-12-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.259844,55.861438,
34584,10/00131/COM,Corkerhill Day Care,Other catering premises,7841,11 Corkerhill Place,Glasgow,G52 1RU,Pass,fhis_pass_en-GB,2015-11-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.332596,55.836335,
89011,23620/0288/0/000,Corkerhill General Store,Retailers - other,4613,288 Corkerhill Road,Glasgow,G52 1TQ,Improvement Required,fhis_improvement_required_en-GB,2011-12-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.335192,55.838613,
88996,23610/0151/0/000,Corkerhill Hall,Other catering premises,7841,151 Corkerhill Place,Glasgow,G52 1RS,Improvement Required,fhis_improvement_required_en-GB,2010-06-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.331294,55.835919,
133289,65840/0315/0/000,Corner Shop,Retailers - other,4613,315 Wellshot Road,Glasgow,G32 7QW,Pass,fhis_pass_en-GB,2011-01-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.175464,55.845812,
1108372,19/00139/COM,Cornerstone Hall,Other catering premises,7841,26 Glenmore Avenue,Glasgow,G42 0EH,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-05-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2336744,55.8266105,
1075696,18/00580/COM,Cornerstore Coffee,Restaurant/Cafe/Canteen,1,186 Battlefield Road,Glasgow,G42 9JT,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-08-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.265146,55.826083,
101480,33200/0055/0/000,Coronation Restaurant,Restaurant/Cafe/Canteen,1,55 Gallowgate,Glasgow,G1 5AP,Pass,fhis_pass_en-GB,2019-03-22,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.241699,55.85645,
125581,54070/0179/0/000,Corpus Christi Primary School,School/college/university,7845,179 Pikeman Road,Glasgow,G13 3BH,Pass,fhis_pass_en-GB,2019-05-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.35048,55.888384,
129939,60950/0035/A/000,Corrunna Bowling Club,Restaurant/Cafe/Canteen,1,35 St Vincent Crescent,Glasgow,G3 8NL,Pass,fhis_pass_en-GB,2007-11-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.28802299499512,55.8638114929199,
406807,12/00524/COM,Corryvrechan,Pub/bar/nightclub,7843,12 Plean Street,Glasgow,G14 0YH,Pass,fhis_pass_en-GB,2013-06-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.365232,55.883248,
406797,12/00510/COM,Cosmic Coppers Childcare Ltd,Hospitals/Childcare/Caring Premises,5,127 Merrylee Road,Glasgow,,Pass,fhis_pass_en-GB,2019-07-25,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.269142,55.81406325,
15153,05/00119/COM,Cosmic Coppers Childrens Nursery,Hospitals/Childcare/Caring Premises,5,1807 Paisley Road West,Glasgow,G52 3SS,Pass,fhis_pass_en-GB,2014-08-25,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.342329,55.845461,
706128,14/00725/COM,Cosmo,Restaurant/Cafe/Canteen,1,763 Barrhead Road,Glasgow,G53 6AF,Pass,fhis_pass_en-GB,2018-08-21,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.342073,55.822898,Unit 36
997122,17/00164/COM,Cossars,Takeaway/sandwich shop,7844,140 Saracen Street,Glasgow,G22 5AR,Pass,fhis_pass_en-GB,2019-02-07,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.254005,55.881866,
26696,08/00413/COM,Cost U Less,Retailers - other,4613,96 Langlands Road,Glasgow,G51 3BL,Pass,fhis_pass_en-GB,2010-07-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.316353,55.862634,
585876,07/00234/COM,Costa,Restaurant/Cafe/Canteen,1,715 Provan Walk,Glasgow,G34 9DY,Pass,fhis_pass_en-GB,2013-08-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.138074,55.871218,
433054,12/00689/COM,Costa,Restaurant/Cafe/Canteen,1,67 St Vincent Street,Glasgow,G1 2PS,Pass,fhis_pass_en-GB,2013-11-07,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.255774,55.8611,
507931,13/00145/COM,Costa,Restaurant/Cafe/Canteen,1,20 Darnley Mains Road,Glasgow,G53 7RH,Pass,fhis_pass_en-GB,2017-04-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.340714,55.805056,
1075687,17/00794/COM,Costa,Restaurant/Cafe/Canteen,1,50 George Square,Glasgow,,Pass,fhis_pass_en-GB,2018-08-22,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2493345,55.8616721,
764884,15/00285/COM,Costa,Restaurant/Cafe/Canteen,1,11 Monument Drive,Glasgow,G33 1AD,Pass,fhis_pass_en-GB,2019-05-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.186995,55.890984,
1110715,19/00216/COM,Costa,Restaurant/Cafe/Canteen,1,30 Pacific Quay,Glasgow,G51 1DZ,Pass,fhis_pass_en-GB,2019-05-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.29512,55.857055,
1088736,18/00770/COM,Costa,Restaurant/Cafe/Canteen,1,7 Cogan Street,Glasgow,G43 1EA,Pass,fhis_pass_en-GB,2019-04-01,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,,,
948448,17/00138/COM,Costa  Coffee,Restaurant/Cafe/Canteen,1,605 Provan Walk,Glasgow,G34 9DY,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-02-22,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.138074,55.871218,
671603,14/00400/COM,Costa Coffee,Restaurant/Cafe/Canteen,1,212 Sauchiehall Street,Glasgow,G2 3EF,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2014-06-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.259931,55.865248,
1044692,18/00181/COM,Costa Coffee,Restaurant/Cafe/Canteen,1,2 Glasgow Road,Glasgow,G69 6JX,Pass,fhis_pass_en-GB,2019-08-07,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.1144809,55.8503143,
706109,13/00657/COM,Costa Coffee,Restaurant/Cafe/Canteen,1,33 St Enoch Square,Glasgow,G1 4DH,Pass,fhis_pass_en-GB,2018-10-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.255956,55.857349,
36377,10/01034/COM,Costa Coffee,Restaurant/Cafe/Canteen,1,1221 Gallowgate,Glasgow,,Pass,fhis_pass_en-GB,2018-11-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,,,
127763,57320/0010/0/000,Costa Coffee,Restaurant/Cafe/Canteen,1,10 Royal Exchange Square,Glasgow,G1 3AB,Pass,fhis_pass_en-GB,2018-12-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.252561,55.86052,
18744,06/00218/COM,Costa Coffee,Restaurant/Cafe/Canteen,1,50 Bothwell Street,Glasgow,G2 6HR,Pass,fhis_pass_en-GB,2019-02-21,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.260909,55.861464,
23106,07/00511/COM,Costa Coffee,Retailers - other,4613,763 Barrhead Road,Glasgow,G53 6AG,Pass,fhis_pass_en-GB,2016-10-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.342073,55.822898,K4
78068,18490/0220/3/003,Costa Coffee,Restaurant/Cafe/Canteen,1,220 Buchanan Street,Glasgow,G1 2GF,Pass,fhis_pass_en-GB,2010-09-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.25248,55.862985,Level 2/SU3
104183,35390/0079/3/004,Costa Coffee,Restaurant/Cafe/Canteen,1,79 Gordon Street,Glasgow,G1 3SQ,Pass,fhis_pass_en-GB,2014-03-24,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.258211,55.859302,Unit 4-5
1110714,19/00215/COM,Costa Limited,Restaurant/Cafe/Canteen,1,870 Crow Road,Glasgow,,Pass,fhis_pass_en-GB,2019-07-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.32400219817525,55.891120848373,
14732,05/00046/COM,Costco Cafe,Restaurant/Cafe/Canteen,1,15 Cobden Road,Glasgow,G21 1YX,Pass,fhis_pass_en-GB,2014-07-22,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.228446,55.875304,
14742,05/00047/COM,Costco Uk Ltd,Retailers - supermarkets/hypermarkets,7840,15 Cobden Road,Glasgow,G21 1YX,Pass,fhis_pass_en-GB,2014-07-22,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.228446,55.875304,
740300,15/00110/COM,Costcutter,Retailers - other,4613,452 Duke Street,Glasgow,G31 1QN,Pass,fhis_pass_en-GB,2015-06-24,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.215534,55.85829,
129528,60370/0062/0/000,Costcutter,Retailers - other,4613,62 Springboig Road,Glasgow,G32 0JU,Pass,fhis_pass_en-GB,2015-02-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.15541,55.858397,
444471,12/00715/COM,Cost-U-Less,Retailers - other,4613,74 Shaw Street,Glasgow,G51 3BL,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2012-08-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.316353,55.862634,
769540,15/00306/COM,Cote Restaurants Ltd,Restaurant/Cafe/Canteen,1,41 West Nile Street,Glasgow,G1 2PT,Pass,fhis_pass_en-GB,2019-09-25,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.255448,55.861807,
128873,59170/0875/0/000,Cottage Bar,Pub/bar/nightclub,7843,875 Shettleston Road,Glasgow,G32 7NR,Pass,fhis_pass_en-GB,2005-12-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.175647,55.852226,
